Experiment order,Source.Name,File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g),Density (kg/m3)
12,0406_10.csv,0406_10_mesh_5.ply,98.405,169.246,16.61,4.735,3.676,0.038,386.1592399
10,0406_01.csv,0406_01_mesh_3.ply,120.476,234.249,27.91,6.052,4.032,0.038,315.4155184
12,0406_13.csv,0406_13_mesh_15.ply,127.487,179.902,17.127,7.113,4.618,0.038,298.0696071
18,0408_04.csv,0408_04_mesh_9.ply,143.962,230.207,14.993,7.708,5.575,0.038,263.9585446
6,0403_16.csv,0403_16_mesh_1.ply,97.003,227.001,29.9,8.178,8.274,0.038,391.7404616
6,0403_13.csv,0403_13_mesh_6.ply,125.652,214.158,25.906,4.567,3.399,0.039,310.3810524
6,0404_08.csv,0404_08_mesh_11.ply,72.574,145.716,18.338,7.212,4.431,0.039,537.3825337
16,0407_20.csv,0407_20_mesh_23.ply,132.098,199.426,12.52,12.347,4.894,0.039,295.2353556
6,0403_15.csv,0403_15_mesh_8.ply,138.977,248.785,28.444,7.278,6.072,0.039,280.6219734
14,0407_08.csv,0407_08_mesh_13.ply,114.392,199.43,19.98,10.121,6.762,0.039,340.9329324
12,0406_14.csv,0406_14_mesh_3.ply,119.386,190.913,20.104,5.312,4.155,0.04,335.0476605
20,0408_14.csv,0408_14_mesh_10.ply,144.115,197.908,16.091,4.448,4.338,0.04,277.5561184
12,0406_13.csv,0406_13_mesh_1.ply,175.865,313.154,32.826,8.954,4.428,0.04,227.4471896
14,0407_08.csv,0407_08_mesh_3.ply,60.832,519.905,22.862,11.851,5.099,0.04,657.5486586
4,0403_05.csv,0403_05_mesh_13.ply,116.642,141.745,9.926,4.632,4.528,0.041,351.5028892
18,0408_03.csv,0408_03_mesh_15.ply,117.175,166.099,13.581,4.685,4.574,0.041,349.9039898
6,0403_16.csv,0403_16_mesh_4.ply,73.487,129.4,11.384,4.882,4.024,0.042,571.5296583
20,0408_13.csv,0408_13_mesh_8.ply,100,272.226,30.034,6.242,4.662,0.042,420
20,0408_13.csv,0408_13_mesh_20.ply,183.115,263.647,14.498,5.315,5.632,0.042,229.3640608
4,0403_07.csv,0403_07_mesh_15.ply,100.448,249.625,12.998,6.761,6.073,0.042,418.126792
14,0407_08.csv,0407_08_mesh_20.ply,139.144,331.69,48.668,12.49,7.79,0.042,301.8455701
10,0405_11.csv,0405_11_mesh_12.ply,113.812,237.682,26.497,4.108,4.356,0.043,377.8160475
20,0408_13.csv,0408_13_mesh_12.ply,149.288,319.201,23.915,7.607,4.487,0.043,288.0338674
6,0403_16.csv,0403_16_mesh_17.ply,140.642,337.103,46.75,9.036,4.934,0.043,305.7408171
6,0404_06.csv,0404_06_mesh_17.ply,166.12,209.1,11.987,8.575,5.664,0.043,258.8490248
20,0408_13.csv,0408_13_mesh_2.ply,203.675,397.704,37.769,10.124,4.116,0.044,216.0304407
20,0408_12.csv,0408_12_mesh_4.ply,89.907,312.4,17.48,11.731,4.617,0.044,489.3945966
6,0404_06.csv,0404_06_mesh_20.ply,150.206,189.367,11.604,6.169,5.345,0.044,292.9310414
10,0405_12.csv,0405_12_mesh_4.ply,104.635,197.809,20.403,4.709,4.301,0.045,430.0664214
14,0407_08.csv,0407_08_mesh_6.ply,122.793,260.43,28.445,15.32,4.751,0.045,366.4704014
16,0407_18.csv,0407_18_mesh_8.ply,155.149,245.907,26.12,6.788,4.773,0.045,290.0437644
2,0331_02.csv,0331_02_mesh_10.ply,96.592,154.825,7.952,7.372,4.866,0.045,465.8770913
10,0405_11.csv,0405_11_mesh_21.ply,102.589,295.239,34.156,5.963,4.189,0.046,448.391153
10,0405_12.csv,0405_12_mesh_5.ply,96.704,212.263,20.132,6.01,4.355,0.046,475.6783587
20,0409_01.csv,0409_01_mesh_24.ply,159.175,229.172,18.958,13.287,4.632,0.046,288.9901052
18,0408_03.csv,0408_03_mesh_17.ply,129.647,154.635,9.949,6.774,4.657,0.046,354.8095984
20,0408_13.csv,0408_13_mesh_29.ply,227.305,399.869,25.796,6.439,4.731,0.046,202.3712633
20,0408_12.csv,0408_12_mesh_13.ply,187.463,215.885,15.569,5.516,4.769,0.046,245.3817553
20,0408_13.csv,0408_13_mesh_31.ply,159.079,258.964,12.064,8.997,5.691,0.046,289.1645032
6,0404_06.csv,0404_06_mesh_1.ply,152.61,231.96,15.818,5.698,5.114,0.047,307.9745757
4,0403_05.csv,0403_05_mesh_12.ply,143.093,245.078,28.663,5.667,3.663,0.048,335.4461784
6,0404_08.csv,0404_08_mesh_7.ply,161.871,263.665,28.624,9.098,4.504,0.048,296.532424
6,0403_16.csv,0403_16_mesh_10.ply,130.53,261.534,24.006,6.082,4.67,0.048,367.731556
10,0405_10.csv,0405_10_mesh_13.ply,163.845,238.335,15.963,5.894,4.478,0.049,299.0631389
16,0407_19.csv,0407_19_mesh_4.ply,45.02,246.467,46.466,15.43,4.483,0.049,1088.405153
10,0406_01.csv,0406_01_mesh_13.ply,111.523,227.459,32.64,7.258,5.007,0.049,439.3712508
6,0404_07.csv,0404_07_mesh_3.ply,158.343,229.68,14.89,6.814,5.536,0.049,309.4547912
10,0405_11.csv,0405_11_mesh_16.ply,185.908,245.801,18.462,4.738,5.567,0.049,263.5712288
10,0405_12.csv,0405_12_mesh_8.ply,76.499,174.615,24.027,9.103,3.659,0.05,653.6033151
6,0404_07.csv,0404_07_mesh_15.ply,116.715,215.485,19.875,14.845,4,0.05,428.3939511
16,0407_19.csv,0407_19_mesh_9.ply,182.533,278.896,28.563,5.673,4.373,0.05,273.9230714
20,0408_13.csv,0408_13_mesh_21.ply,205.938,274.008,19.193,5.245,5.024,0.05,242.7915198
20,0408_13.csv,0408_13_mesh_7.ply,158.292,262.685,16.088,9.038,5.391,0.051,322.1893715
6,0404_06.csv,0404_06_mesh_10.ply,215.393,244.531,15.607,8.018,5.601,0.051,236.7764969
20,0408_14.csv,0408_14_mesh_27.ply,161.607,329.902,46.421,10.332,5.699,0.051,315.5803895
2,0331_01.csv,0331_01_mesh_9.ply,148.263,193.721,8.481,8.267,8.833,0.051,343.9833269
20,0408_14.csv,0408_14_mesh_33.ply,189.681,450.891,58.334,9.204,4.261,0.052,274.1444847
4,0403_05.csv,0403_05_mesh_2.ply,186.159,252.412,15.65,7.138,5.263,0.052,279.3311094
20,0408_13.csv,0408_13_mesh_15.ply,134.263,269.967,16.279,7.906,5.566,0.052,387.2995539
10,0405_12.csv,0405_12_mesh_10.ply,103.977,278.874,33.712,14.507,3.836,0.053,509.7281129
20,0408_12.csv,0408_12_mesh_11.ply,210.772,319.406,33.043,9.891,4.124,0.053,251.4565502
6,0403_15.csv,0403_15_mesh_15.ply,131.168,189.575,16.428,4.8,4.457,0.053,404.0619663
10,0405_11.csv,0405_11_mesh_5.ply,192.322,271.704,22.664,4.943,4.68,0.053,275.5794969
20,0408_12.csv,0408_12_mesh_7.ply,197.644,260.034,23.096,5.348,4.752,0.053,268.158912
18,0408_03.csv,0408_03_mesh_22.ply,137.192,164.028,10.938,5.132,5.13,0.053,386.319902
16,0407_18.csv,0407_18_mesh_14.ply,214.625,268.655,20.506,6.815,5.564,0.053,246.9423413
20,0408_13.csv,0408_13_mesh_24.ply,163.6,317.071,28.266,6.717,3.524,0.054,330.0733496
18,0408_03.csv,0408_03_mesh_19.ply,185.426,237.356,16.19,6.765,5.579,0.054,291.2212958
6,0404_06.csv,0404_06_mesh_13.ply,180.965,220.904,9.65,9.003,7.648,0.054,298.4002431
16,0407_18.csv,0407_18_mesh_4.ply,146.468,252.905,21.211,6.494,3.276,0.055,375.5086435
16,0407_18.csv,0407_18_mesh_5.ply,190.44,324.191,36.896,6.223,4.262,0.055,288.8048729
10,0405_12.csv,0405_12_mesh_7.ply,177.548,242.398,18.488,5.401,4.572,0.055,309.7753847
16,0407_19.csv,0407_19_mesh_19.ply,261.054,584.883,71.949,18.403,4.625,0.055,210.6843795
10,0405_12.csv,0405_12_mesh_9.ply,167.526,222.218,11.226,7.843,5.992,0.055,328.3072478
14,0407_08.csv,0407_08_mesh_11.ply,160.302,389.331,54.749,20.932,6.988,0.055,343.1023942
20,0408_13.csv,0408_13_mesh_4.ply,175.808,413.342,27.887,10.891,7.653,0.055,312.8412814
10,0405_11.csv,0405_11_mesh_15.ply,195.639,285.417,28.821,5.532,4.226,0.056,286.2414958
20,0408_13.csv,0408_13_mesh_30.ply,141.273,259.95,32.225,5.785,4.398,0.056,396.3956312
16,0407_18.csv,0407_18_mesh_2.ply,200.655,232.87,14.368,9.128,4.425,0.056,279.0859934
12,0406_11.csv,0406_11_mesh_6.ply,216.44,414.781,53.584,13.501,4.495,0.056,258.7322122
10,0405_11.csv,0405_11_mesh_13.ply,186.401,292.932,29.079,10.176,4.601,0.056,300.4275728
4,0403_05.csv,0403_05_mesh_15.ply,159.926,217.925,19.062,5.516,4.628,0.056,350.1619499
14,0407_06.csv,0407_06_mesh_7.ply,202.853,250.19,20.137,5.43,4.662,0.056,276.0619759
12,0406_12.csv,0406_12_mesh_3.ply,188.484,232.039,17.135,4.981,4.683,0.056,297.1074468
18,0408_03.csv,0408_03_mesh_2.ply,144.972,301.954,35.282,5.843,3.978,0.057,393.1793726
14,0407_07.csv,0407_07_mesh_12.ply,237.877,392.049,43.852,5.097,5.089,0.057,239.6196354
6,0403_15.csv,0403_15_mesh_7.ply,131.825,326.611,36.974,10.115,5.123,0.057,432.391428
12,0406_13.csv,0406_13_mesh_16.ply,166.008,182.57,11.516,5.998,5.768,0.057,343.3569467
6,0403_16.csv,0403_16_mesh_13.ply,169.538,282.078,25.418,5.791,4.148,0.058,342.1061945
12,0406_13.csv,0406_13_mesh_11.ply,164.857,223.206,17.641,6.887,5.035,0.058,351.8200622
10,0405_11.csv,0405_11_mesh_10.ply,184.27,235.17,20.635,6.088,6.66,0.058,314.7555218
6,0404_06.csv,0404_06_mesh_18.ply,181.453,243.533,20.255,5.139,4.941,0.059,325.1530699
2,0331_04.csv,0331_04_mesh_6.ply,154.814,234.991,6.625,12.664,5.184,0.059,381.1024843
20,0408_12.csv,0408_12_mesh_12.ply,245.913,260.051,12.543,7.356,6.278,0.059,239.9222489
20,0408_13.csv,0408_13_mesh_25.ply,211.405,298.447,18.369,11.228,5.088,0.06,283.8154254
20,0408_13.csv,0408_13_mesh_1.ply,206.155,371.95,29.102,12.415,5.21,0.06,291.0431471
20,0408_13.csv,0408_13_mesh_28.ply,250.977,371.906,24.322,9.397,5.323,0.06,239.0657311
18,0408_03.csv,0408_03_mesh_25.ply,204.512,211.437,10.517,6.611,7.259,0.061,298.2710061
4,0403_07.csv,0403_07_mesh_1.ply,187.189,302.289,27.44,7.47,4.479,0.062,331.2160437
16,0407_18.csv,0407_18_mesh_12.ply,203.776,280.748,24.37,6.87,4.555,0.062,304.2556533
6,0404_05.csv,0404_05_mesh_4.ply,262.054,316.867,23.066,5.516,4.739,0.062,236.592458
6,0404_07.csv,0404_07_mesh_5.ply,160.131,352.033,39.798,9.411,7.495,0.062,387.1829939
18,0408_03.csv,0408_03_mesh_23.ply,248.426,351.219,33.693,8.007,4.219,0.063,253.5966445
20,0408_13.csv,0408_13_mesh_6.ply,213.344,316.777,22.58,8.017,5.343,0.063,295.2977351
14,0407_06.csv,0407_06_mesh_3.ply,145.491,176.818,12.511,6.384,5.988,0.063,433.0164752
6,0404_06.csv,0404_06_mesh_14.ply,203.151,301.343,24.344,5.793,4.364,0.064,315.0365984
12,0406_13.csv,0406_13_mesh_19.ply,169.265,345.665,34.777,11.703,4.762,0.064,378.1053378
2,0331_02.csv,0331_02_mesh_5.ply,171.548,316.483,35.981,7.232,5.42,0.064,373.0734255
20,0408_13.csv,0408_13_mesh_18.ply,267.606,699.072,57.815,10.794,5.737,0.064,239.1575675
16,0407_20.csv,0407_20_mesh_5.ply,34.691,152.281,21.965,9.931,4.04,0.065,1873.684817
6,0404_07.csv,0404_07_mesh_10.ply,176.301,254.891,20.843,7.456,4.826,0.065,368.6876422
20,0408_12.csv,0408_12_mesh_23.ply,268.319,301.018,19.276,6.937,5.665,0.065,242.2489649
12,0406_13.csv,0406_13_mesh_2.ply,181.804,242.723,19.139,7.757,5.721,0.065,357.5278872
2,0331_01.csv,0331_01_mesh_12.ply,174.47,289.218,29.218,6.421,3.953,0.066,378.288531
18,0408_03.csv,0408_03_mesh_14.ply,164.775,206.996,15.966,5.284,4.38,0.066,400.5461994
12,0406_13.csv,0406_13_mesh_18.ply,157.24,193.773,13.766,6.009,5.063,0.066,419.740524
16,0407_19.csv,0407_19_mesh_5.ply,248.25,459.28,56.417,10.48,4.957,0.067,269.8892246
16,0407_20.csv,0407_20_mesh_17.ply,219.131,250.432,11.685,12.823,6.007,0.067,305.7531796
10,0405_11.csv,0405_11_mesh_8.ply,264.963,355.612,31.323,8.444,6.566,0.067,252.8654944
16,0407_18.csv,0407_18_mesh_11.ply,192.371,311.624,34.129,12.733,4.152,0.068,353.4836332
16,0407_17.csv,0407_17_mesh_5.ply,219.405,245.04,13.804,7.215,4.724,0.068,309.9291265
6,0403_16.csv,0403_16_mesh_11.ply,207.004,322.182,34.043,7.279,3.924,0.069,333.3268922
2,0331_02.csv,0331_02_mesh_9.ply,180.96,352.194,45.916,5.559,4.777,0.069,381.2997347
2,0331_02.csv,0331_02_mesh_3.ply,228.609,333.077,18.207,8.818,5.018,0.069,301.8253875
20,0408_13.csv,0408_13_mesh_27.ply,203.005,428.856,39.65,9.51,5.391,0.07,344.8190931
18,0408_02.csv,0408_02_mesh_2.ply,228.843,250.688,14.295,7.686,6.221,0.07,305.8865685
8,0405_01.csv,0405_01_mesh_4.ply,214.785,511.755,66.226,9.552,11.277,0.07,325.9073027
12,0406_12.csv,0406_12_mesh_8.ply,198.619,231.737,18.068,5.526,4.768,0.071,357.4683187
16,0407_19.csv,0407_19_mesh_11.ply,224.05,288.379,20.024,6.171,4.96,0.071,316.8935505
10,0405_11.csv,0405_11_mesh_20.ply,297.696,410.146,35.729,6.481,5.812,0.071,238.4983339
20,0409_01.csv,0409_01_mesh_1.ply,102.345,293.752,44.109,13.988,8.042,0.071,693.731985
6,0403_14.csv,0403_14_mesh_7.ply,224.845,473.69,55.788,11.56,5.367,0.072,320.2205964
2,0331_01.csv,0331_01_mesh_8.ply,179.803,237.064,17.925,5.926,5.368,0.072,400.4382574
20,0408_13.csv,0408_13_mesh_22.ply,231.063,393.226,25.567,7.432,5.484,0.072,311.603329
20,0408_14.csv,0408_14_mesh_8.ply,284.116,329.455,26.694,6.404,5.513,0.072,253.4176182
18,0408_04.csv,0408_04_mesh_1.ply,281.352,643.535,58.264,26.636,11.738,0.072,255.907191
14,0407_08.csv,0407_08_mesh_17.ply,216.006,256.883,19.647,5.311,4.843,0.073,337.9535754
16,0407_17.csv,0407_17_mesh_14.ply,317.233,346.815,18.517,10.312,6.212,0.073,230.1147737
8,0405_01.csv,0405_01_mesh_8.ply,333.917,760.483,57.944,42.975,8.207,0.073,218.6172013
10,0405_10.csv,0405_10_mesh_4.ply,209.731,373.549,28.5,7.291,5.061,0.074,352.8329145
4,0403_07.csv,0403_07_mesh_9.ply,256.949,396.91,33.943,6.778,4.012,0.075,291.8867168
10,0405_10.csv,0405_10_mesh_15.ply,232.178,376.418,33.053,6.876,4.685,0.075,323.0280216
16,0407_17.csv,0407_17_mesh_3.ply,264.509,314.346,18.649,7.297,5.251,0.075,283.5442272
4,0403_05.csv,0403_05_mesh_9.ply,224.993,271.261,17.304,7.432,5.528,0.075,333.343704
18,0408_03.csv,0408_03_mesh_12.ply,289.708,469.671,40.502,19.959,10.221,0.075,258.8813564
4,0403_05.csv,0403_05_mesh_3.ply,299.918,442.668,41.687,9.519,4.152,0.078,260.0710861
10,0405_10.csv,0405_10_mesh_3.ply,213.767,558.217,44.688,10.088,4.569,0.078,364.8832607
6,0404_08.csv,0404_08_mesh_10.ply,224.399,249.336,17.501,7.373,6.006,0.078,347.5951319
6,0403_13.csv,0403_13_mesh_10.ply,217.511,271.667,20.59,8.114,7.678,0.078,358.6025534
20,0408_12.csv,0408_12_mesh_5.ply,316.982,346.71,23.161,8.666,5.549,0.079,249.2255081
18,0408_03.csv,0408_03_mesh_21.ply,293.934,440.003,26.17,15.322,6.392,0.079,268.7678186
4,0403_06.csv,0403_06_mesh_5.ply,254.902,310.598,24.149,9.395,4.461,0.08,313.8461056
20,0408_13.csv,0408_13_mesh_16.ply,432.012,490.846,30.363,5.93,5.197,0.08,185.1800413
6,0404_08.csv,0404_08_mesh_2.ply,261.473,508.446,68.077,15.129,9.039,0.08,305.9589327
18,0408_03.csv,0408_03_mesh_13.ply,184.884,407.396,55.142,15.686,5.767,0.081,438.1125462
4,0403_07.csv,0403_07_mesh_11.ply,278.612,362.502,27.884,5.433,4.68,0.083,297.9053307
6,0403_16.csv,0403_16_mesh_3.ply,269.23,561.1,76.262,15.196,4.558,0.084,312.0008914
12,0406_13.csv,0406_13_mesh_10.ply,276.55,300.542,22.242,6.624,4.709,0.084,303.742542
2,0331_01.csv,0331_01_mesh_10.ply,224.784,281.933,13.101,8.259,5.972,0.084,373.6920777
12,0406_12.csv,0406_12_mesh_12.ply,159.684,241.42,16.231,7.701,6.072,0.084,526.0389269
10,0405_11.csv,0405_11_mesh_18.ply,283.188,417.372,32.732,17.336,6.508,0.084,296.6227383
10,0405_12.csv,0405_12_mesh_13.ply,184.564,351.422,35.79,12.887,4.375,0.085,460.5448517
4,0403_05.csv,0403_05_mesh_17.ply,263.233,409.456,36.252,20.744,5.245,0.086,326.7067579
6,0404_06.csv,0404_06_mesh_9.ply,290.185,386.782,31.403,11.768,5.453,0.086,296.3626652
6,0403_14.csv,0403_14_mesh_9.ply,454.758,491.734,30.561,9.431,5.895,0.086,189.1115714
10,0405_11.csv,0405_11_mesh_7.ply,255.235,373.426,25.389,16.506,7.05,0.088,344.7803005
18,0408_01.csv,0408_01_mesh_2.ply,317.308,374.399,29.278,8.406,4.409,0.089,280.4845765
12,0406_13.csv,0406_13_mesh_5.ply,214.544,324.541,34.156,9.457,5.864,0.089,414.8333209
10,0405_10.csv,0405_10_mesh_11.ply,238.807,471.866,34.198,10.793,8.143,0.089,372.6858928
6,0403_15.csv,0403_15_mesh_1.ply,114.871,241.904,26.808,7.675,5.51,0.09,783.4875643
12,0406_11.csv,0406_11_mesh_4.ply,223.769,344.705,28.572,11.248,5.833,0.09,402.2004835
2,0331_02.csv,0331_02_mesh_4.ply,344.621,715.01,75.565,18.832,8.372,0.09,261.1564588
20,0408_12.csv,0408_12_mesh_6.ply,200.624,362.097,45.903,6.972,4.672,0.091,453.5848154
18,0408_02.csv,0408_02_mesh_14.ply,271.936,284.405,13.178,8.053,8.173,0.092,338.3148976
18,0408_02.csv,0408_02_mesh_19.ply,314.948,309.237,18.35,7.759,8.333,0.092,292.1117137
20,0408_12.csv,0408_12_mesh_20.ply,643.458,705.291,27.513,26.858,11.058,0.092,142.9774748
18,0408_03.csv,0408_03_mesh_4.ply,409.826,662.267,70.236,37.333,6.611,0.093,226.9255733
10,0405_11.csv,0405_11_mesh_11.ply,321.058,371.684,15.092,16.899,7.607,0.093,289.6672875
16,0407_18.csv,0407_18_mesh_23.ply,122.342,306.593,46.294,15.396,5.004,0.094,768.3379379
16,0407_18.csv,0407_18_mesh_15.ply,302.531,335.615,23.168,7.62,4.827,0.095,314.0174065
16,0407_19.csv,0407_19_mesh_22.ply,344.881,410.326,28.149,13.74,4.871,0.095,275.4573317
6,0404_06.csv,0404_06_mesh_4.ply,307.994,456.773,34.897,12.847,8.58,0.096,311.6943837
12,0406_11.csv,0406_11_mesh_13.ply,284.381,355.948,30.796,6.584,4.652,0.097,341.0917044
10,0405_10.csv,0405_10_mesh_8.ply,367.201,511.783,34.674,8.546,5.025,0.097,264.1605007
4,0403_05.csv,0403_05_mesh_7.ply,377.271,492.323,36.274,16.384,5.663,0.097,257.1096109
20,0408_12.csv,0408_12_mesh_21.ply,327.494,360.329,22.1,13.75,7.362,0.097,296.1886325
18,0408_01.csv,0408_01_mesh_13.ply,281.459,276.831,16.479,6.138,5.811,0.098,348.1857038
18,0408_02.csv,0408_02_mesh_11.ply,325.576,442.949,25.038,10.194,6.515,0.098,301.0049881
4,0403_06.csv,0403_06_mesh_2.ply,321.496,447.723,41.977,5.83,4.988,0.1,311.0458606
18,0408_02.csv,0408_02_mesh_7.ply,418.86,506.389,37.335,7.646,5.465,0.1,238.7432555
4,0403_07.csv,0403_07_mesh_17.ply,310.976,412.213,38.928,11.174,4.45,0.101,324.7839062
10,0406_01.csv,0406_01_mesh_8.ply,248.851,365.356,28.119,6.765,7.118,0.101,405.8653572
2,0331_01.csv,0331_01_mesh_1.ply,342.245,449.297,36.458,9.123,4.204,0.102,298.0321115
12,0406_12.csv,0406_12_mesh_5.ply,341.172,388.442,24.979,8.471,5.843,0.103,301.9005077
10,0405_10.csv,0405_10_mesh_10.ply,213.551,343.16,29.634,10.098,6.679,0.103,482.3203825
20,0408_13.csv,0408_13_mesh_11.ply,190.04,382.507,25.716,13.338,8.858,0.103,541.9911598
14,0407_07.csv,0407_07_mesh_2.ply,288.734,439.336,45.317,12.549,9.936,0.103,356.7297236
14,0407_07.csv,0407_07_mesh_9.ply,338.999,747.978,61.588,40.116,24.472,0.103,303.8357045
6,0403_16.csv,0403_16_mesh_14.ply,331.366,656.168,65.364,30.085,4.717,0.105,316.8701677
18,0408_02.csv,0408_02_mesh_4.ply,368.831,423.517,20.305,11.056,7.394,0.105,284.6832289
2,0331_01.csv,0331_01_mesh_4.ply,356.284,505.166,45.604,9.642,5.132,0.106,297.5154652
20,0408_12.csv,0408_12_mesh_22.ply,374.164,443.686,24.619,12.302,6.351,0.106,283.2982329
14,0407_06.csv,0407_06_mesh_15.ply,288.645,278.386,12.35,12.823,5.59,0.107,370.6975697
18,0408_03.csv,0408_03_mesh_5.ply,143.297,510.791,62.279,42.129,4.72,0.109,760.6579342
4,0403_05.csv,0403_05_mesh_6.ply,364.996,475.278,34.739,9.69,6.471,0.109,298.6334097
4,0403_07.csv,0403_07_mesh_6.ply,319.788,454.443,31.747,13.569,8.945,0.109,340.8508137
8,0405_01.csv,0405_01_mesh_2.ply,314.413,534.707,61.867,8.363,4.277,0.11,349.8583074
18,0408_03.csv,0408_03_mesh_9.ply,387.006,491.979,26.458,13.011,8.665,0.111,286.8172586
16,0407_17.csv,0407_17_mesh_2.ply,501.501,448.03,19.719,9.634,8.92,0.111,221.3355507
6,0404_07.csv,0404_07_mesh_11.ply,303.65,574.086,67.778,9.113,4.823,0.112,368.8457105
18,0408_04.csv,0408_04_mesh_3.ply,369.753,610.411,63.218,13.063,10.785,0.112,302.9049122
2,0331_01.csv,0331_01_mesh_11.ply,307.185,350.678,16.32,11.205,6.82,0.114,371.1118707
4,0403_06.csv,0403_06_mesh_1.ply,283.976,382.519,26.951,10.161,6.272,0.115,404.9637998
6,0404_07.csv,0404_07_mesh_7.ply,346.435,546.832,32.554,22.295,6.755,0.115,331.9526029
10,0406_01.csv,0406_01_mesh_15.ply,322.264,315.184,12.769,13.716,7.229,0.115,356.8502842
6,0404_07.csv,0404_07_mesh_13.ply,278.358,380.812,33.443,5.844,4.453,0.118,423.9145273
20,0408_11.csv,0408_11_mesh_10.ply,458.501,585.78,38.106,9.953,5.237,0.12,261.722439
12,0406_13.csv,0406_13_mesh_9.ply,159.357,337.572,40.848,8.022,5.259,0.12,753.0262241
18,0408_02.csv,0408_02_mesh_18.ply,325.899,353.414,17.809,8.745,5.782,0.121,371.2806728
20,0408_12.csv,0408_12_mesh_2.ply,423.969,445.273,17.851,18.525,7.348,0.122,287.7568879
16,0407_18.csv,0407_18_mesh_7.ply,274.721,299.839,16.786,8.043,5.439,0.123,447.7269666
16,0407_19.csv,0407_19_mesh_12.ply,268.854,410.326,42.542,6.095,7.055,0.126,468.6558504
4,0403_05.csv,0403_05_mesh_4.ply,183.437,407.508,49.887,15.045,4.485,0.127,692.3357883
18,0408_02.csv,0408_02_mesh_5.ply,273.62,472.865,55.588,7.757,4.921,0.127,464.1473576
14,0407_07.csv,0407_07_mesh_10.ply,404.188,659.517,57.615,19.51,7.184,0.127,314.210219
16,0407_18.csv,0407_18_mesh_13.ply,407.951,441.512,26.283,12.933,8.412,0.127,311.3118978
10,0405_11.csv,0405_11_mesh_9.ply,395.976,451.42,29.158,11.646,8.826,0.127,320.7265087
8,0405_01.csv,0405_01_mesh_6.ply,442.139,807.375,82.705,29.905,7.704,0.129,291.76345
6,0404_06.csv,0404_06_mesh_5.ply,392.563,529.79,45.542,12.692,9.331,0.129,328.6096754
16,0407_17.csv,0407_17_mesh_6.ply,460.205,476.785,26.534,10.028,5.631,0.13,282.4828066
10,0405_11.csv,0405_11_mesh_14.ply,522.181,520.92,30.195,10.392,5.844,0.13,248.9558218
16,0407_18.csv,0407_18_mesh_20.ply,451.899,410.326,23.789,6.95,6.285,0.131,289.8877847
20,0408_12.csv,0408_12_mesh_18.ply,201.126,461.453,57.212,18.278,6.568,0.132,656.3050028
12,0406_13.csv,0406_13_mesh_8.ply,380.682,456.913,39.666,9.898,7.369,0.132,346.746103
4,0403_07.csv,0403_07_mesh_5.ply,424.744,645.209,68.882,17.052,4.92,0.133,313.1297911
10,0405_11.csv,0405_11_mesh_6.ply,428.846,626.695,49.701,18.88,6.983,0.134,312.4664798
12,0406_13.csv,0406_13_mesh_7.ply,472.617,554.53,47.08,7.949,5.015,0.135,285.6435549
12,0406_11.csv,0406_11_mesh_5.ply,282.508,341.914,26.816,7.094,5.388,0.135,477.8625738
6,0404_08.csv,0404_08_mesh_6.ply,510.339,771.67,77.64,23.128,7.443,0.136,266.4895295
12,0406_11.csv,0406_11_mesh_14.ply,506.592,532.505,30.216,8.41,6.198,0.138,272.4085655
16,0407_18.csv,0407_18_mesh_18.ply,397.961,596.024,35.435,16.19,7.44,0.139,349.2804571
14,0407_06.csv,0407_06_mesh_13.ply,577.694,507.219,26.795,7.906,7.555,0.139,240.6118118
20,0408_11.csv,0408_11_mesh_5.ply,528.034,593.851,34.48,7.315,8.458,0.141,267.0282595
16,0407_18.csv,0407_18_mesh_16.ply,433.484,542.993,41.552,11.986,5.555,0.142,327.5784112
6,0404_06.csv,0404_06_mesh_16.ply,420.816,450.84,17.803,18.702,5.056,0.143,339.8159766
10,0405_10.csv,0405_10_mesh_12.ply,504.349,741.333,54.997,12.385,6.279,0.144,285.5165768
6,0404_05.csv,0404_05_mesh_8.ply,489.854,485.582,29.429,12.063,6.366,0.144,293.9651406
16,0407_18.csv,0407_18_mesh_19.ply,410.752,442.512,22.808,10.417,6.924,0.144,350.5765036
12,0406_12.csv,0406_12_mesh_2.ply,384.177,614.707,51.418,22.904,6.599,0.146,380.0331618
16,0407_18.csv,0407_18_mesh_10.ply,474.056,527.743,37.31,9.568,6.706,0.147,310.0899472
18,0408_02.csv,0408_02_mesh_12.ply,509.041,522.206,33.771,11.414,6.827,0.147,288.7783106
18,0408_02.csv,0408_02_mesh_17.ply,548.409,496.69,27.605,9.648,6.506,0.148,269.871574
6,0404_06.csv,0404_06_mesh_21.ply,431.117,448.368,30.461,7.014,5.223,0.15,347.9333916
4,0403_05.csv,0403_05_mesh_8.ply,542.12,741.416,53.433,17.863,5.082,0.151,278.5361175
18,0408_02.csv,0408_02_mesh_15.ply,438.794,392.185,23.313,7.234,5.709,0.152,346.4040073
20,0408_12.csv,0408_12_mesh_15.ply,540.253,745.167,60.755,23.011,6.016,0.152,281.349664
12,0406_12.csv,0406_12_mesh_14.ply,489.104,451.801,27.009,6.692,6.311,0.152,310.7723511
12,0406_13.csv,0406_13_mesh_4.ply,486.11,687.708,56.884,16.62,13.455,0.152,312.686429
